Customer ID,Segment,Acquisition Channel,Join Date,Last Order Date,Days Since Last Order,Total Orders,Lifetime Value ($),Avg Order Value ($),Preferred Category,Email Subscriber,Discount Sensitivity,NPS Score,Region,Age Group
CUST-1684,Occasional Buyer,Influencer,2019-11-25,2023-02-16,319,9,282.04,111.63,Sports & Outdoors,Yes,Medium,1,Northeast,25-34
CUST-1685,New Customer,Email Campaign,2019-12-22,2023-04-23,253,1,51.46,68.77,Electronics,Yes,Low,10,Midwest,45-54
CUST-1686,At-Risk Churner,Organic Search,2020-03-13,2023-04-29,247,8,271.91,70.94,Electronics,Yes,High,7,Southwest,25-34
CUST-1687,Dormant,Email Campaign,2019-02-17,2023-10-05,88,4,174.6,65.04,Apparel,No,Medium,6,UK,55+
CUST-1688,Deal Hunter,Influencer,2021-03-05,2023-08-15,139,15,110.36,55.38,Apparel,Yes,Low,1,West,45-54
CUST-1689,Occasional Buyer,Paid Social,2021-04-09,2023-05-21,225,9,284.64,81.42,Home & Kitchen,Yes,Medium,9,Southwest,18-24
CUST-1690,Dormant,Referral,2021-07-15,2023-01-12,354,5,71.49,61.85,Sports & Outdoors,Yes,Medium,6,Northeast,45-54
CUST-1691,New Customer,Paid Social,2020-06-06,2023-06-28,187,2,138.19,27.16,Home & Kitchen,Yes,Medium,7,Southeast,25-34
CUST-1692,Occasional Buyer,Referral,2023-09-29,2023-01-19,347,11,539.42,131.01,Home & Kitchen,Yes,Low,1,Canada,25-34
CUST-1693,Loyal High-Value,Email Campaign,2019-06-12,2023-09-26,97,31,2329.69,110.01,Beauty & Personal Care,Yes,Medium,2,UK,45-54
CUST-1694,Deal Hunter,Paid Social,2021-12-02,2023-02-04,331,10,214.54,45.58,Electronics,No,Low,9,Canada,25-34
CUST-1695,Deal Hunter,Paid Social,2020-04-28,2023-01-09,357,20,571.01,74.75,Sports & Outdoors,No,Low,1,UK,18-24
CUST-1696,Deal Hunter,Direct,2022-02-07,2023-07-08,177,10,366.98,68.95,Apparel,Yes,High,2,Southeast,18-24
CUST-1697,Deal Hunter,Influencer,2019-02-12,2023-09-14,109,10,483.17,55.66,Electronics,Yes,Low,2,Northeast,45-54
CUST-1698,Occasional Buyer,Email Campaign,2021-01-22,2023-10-21,72,5,307.25,110.9,Beauty & Personal Care,Yes,Medium,2,Canada,18-24
CUST-1699,Dormant,Referral,2019-03-28,2023-02-04,331,2,57.55,56.36,Apparel,Yes,Medium,7,West,45-54
CUST-1700,Dormant,Direct,2021-12-11,2023-08-27,127,4,123.55,63.57,Sports & Outdoors,Yes,High,9,Canada,45-54
CUST-1701,Deal Hunter,Paid Social,2019-09-16,2023-01-19,347,18,183.45,72.9,Electronics,No,Medium,4,Northeast,55+
CUST-1702,New Customer,Paid Social,2020-10-06,2023-09-07,116,2,68.87,49.89,Electronics,Yes,Medium,10,UK,25-34
CUST-1703,New Customer,Organic Search,2020-05-15,2023-03-14,293,1,104.38,44.16,Apparel,Yes,Medium,7,Southwest,45-54
CUST-1704,Dormant,Organic Search,2019-09-25,2023-08-01,153,4,93.17,32.28,Apparel,Yes,High,1,Midwest,35-44
CUST-1705,Loyal High-Value,Organic Search,2022-08-31,2023-08-10,144,23,1823.2,177.31,Sports & Outdoors,Yes,Medium,8,West,45-54
CUST-1706,Loyal High-Value,Email Campaign,2020-11-09,2023-04-10,266,39,2663.78,113.55,Sports & Outdoors,Yes,Low,1,Southeast,55+
CUST-1707,Deal Hunter,Organic Search,2021-12-03,2023-07-10,175,6,112.34,40.93,Beauty & Personal Care,Yes,Medium,9,Southwest,35-44
CUST-1708,At-Risk Churner,Organic Search,2021-11-24,2023-10-27,66,4,171.18,44.07,Beauty & Personal Care,Yes,Medium,8,Northeast,55+
CUST-1709,Dormant,Email Campaign,2019-11-11,2023-07-13,172,5,116.01,79.92,Beauty & Personal Care,No,High,10,Midwest,25-34
CUST-1710,Occasional Buyer,Organic Search,2021-03-18,2023-04-23,253,6,210.57,88.39,Electronics,Yes,Low,2,Southeast,45-54
CUST-1711,At-Risk Churner,Influencer,2019-11-07,2023-08-07,147,3,213.63,106.07,Sports & Outdoors,Yes,Low,0,Northeast,25-34
CUST-1712,Loyal High-Value,Paid Social,2020-03-24,2023-08-28,126,20,2399.92,257.4,Beauty & Personal Care,Yes,Low,10,Southwest,35-44
CUST-1713,At-Risk Churner,Influencer,2020-06-12,2023-10-23,70,7,393.43,108.05,Sports & Outdoors,No,Medium,10,Canada,35-44
CUST-1714,At-Risk Churner,Direct,2022-04-22,2023-09-24,99,3,293.68,106.83,Home & Kitchen,No,Low,3,UK,18-24
CUST-1715,New Customer,Direct,2020-09-07,2023-09-13,110,2,55.38,95.2,Beauty & Personal Care,Yes,High,4,UK,35-44
CUST-1716,Loyal High-Value,Paid Social,2023-05-24,2023-04-23,253,38,1125.54,144.73,Beauty & Personal Care,Yes,Low,8,West,35-44
CUST-1717,New Customer,Paid Social,2019-06-16,2023-05-05,241,2,74.51,46.5,Sports & Outdoors,Yes,High,1,UK,35-44
CUST-1718,Loyal High-Value,Organic Search,2021-04-28,2023-08-31,123,25,1693.03,186.43,Home & Kitchen,Yes,Low,4,Southeast,45-54
CUST-1719,New Customer,Email Campaign,2023-10-06,2023-05-01,245,2,96.5,52.43,Apparel,No,Low,5,Southeast,55+
CUST-1720,Deal Hunter,Paid Social,2019-06-18,2023-01-05,361,17,526.6,35.03,Sports & Outdoors,Yes,Medium,1,UK,25-34
CUST-1721,Loyal High-Value,Direct,2020-08-19,2023-07-07,178,12,1836.66,106.54,Home & Kitchen,No,High,1,Northeast,25-34
CUST-1722,Deal Hunter,Influencer,2019-06-18,2023-01-21,345,15,149.99,79.82,Electronics,Yes,Low,6,UK,45-54
CUST-1723,Loyal High-Value,Influencer,2021-12-13,2023-02-06,329,20,2105.41,223.09,Home & Kitchen,Yes,Low,7,West,35-44
CUST-1724,Occasional Buyer,Organic Search,2022-11-12,2023-05-26,220,11,212.48,110.65,Beauty & Personal Care,Yes,High,2,Canada,45-54
CUST-1725,New Customer,Referral,2022-08-31,2023-12-28,4,2,143.72,44.51,Beauty & Personal Care,Yes,Medium,10,Midwest,25-34
CUST-1726,Occasional Buyer,Influencer,2019-06-12,2023-01-31,335,10,246.67,65.52,Electronics,Yes,Low,7,Southeast,25-34
CUST-1727,Dormant,Paid Social,2020-10-17,2023-10-24,69,1,78.02,39.96,Beauty & Personal Care,Yes,Medium,1,Canada,55+
CUST-1728,Dormant,Organic Search,2021-08-27,2023-12-02,30,5,81.43,62.55,Home & Kitchen,Yes,Medium,3,Midwest,18-24
CUST-1729,Loyal High-Value,Referral,2021-03-08,2023-04-06,270,13,2650.47,260.73,Beauty & Personal Care,No,Medium,5,Southwest,25-34
CUST-1730,Deal Hunter,Direct,2023-03-20,2023-10-18,75,18,429.2,77.9,Apparel,Yes,Low,4,Southwest,18-24
CUST-1731,New Customer,Influencer,2020-05-06,2023-09-20,103,2,39.26,90.74,Beauty & Personal Care,Yes,Low,2,Southwest,18-24
CUST-1732,Loyal High-Value,Email Campaign,2022-06-13,2023-07-10,175,32,1593.6,168.59,Electronics,Yes,Medium,8,Southeast,25-34
CUST-1733,Occasional Buyer,Email Campaign,2023-03-04,2023-09-16,107,8,592.23,135.78,Sports & Outdoors,Yes,High,9,West,55+
CUST-1734,Occasional Buyer,Direct,2019-03-22,2023-08-21,133,9,650.31,123.13,Sports & Outdoors,No,Medium,8,UK,45-54
CUST-1735,Loyal High-Value,Referral,2022-07-08,2023-02-02,333,21,1531.73,181.47,Beauty & Personal Care,Yes,High,9,Southeast,35-44
CUST-1736,At-Risk Churner,Paid Social,2022-08-28,2023-01-20,346,3,223.77,64.02,Sports & Outdoors,Yes,Medium,4,Northeast,55+
CUST-1737,Occasional Buyer,Organic Search,2020-05-04,2023-07-23,162,3,294.17,132.15,Beauty & Personal Care,Yes,Low,4,West,55+
CUST-1738,New Customer,Email Campaign,2023-06-16,2023-11-24,38,1,85.23,96.21,Sports & Outdoors,No,Low,7,West,25-34
CUST-1739,At-Risk Churner,Referral,2023-10-18,2023-05-01,245,7,256.75,102.37,Sports & Outdoors,No,Medium,2,West,25-34
CUST-1740,Loyal High-Value,Organic Search,2020-05-17,2023-09-03,120,33,1744.9,165.75,Electronics,Yes,High,4,Southeast,35-44
CUST-1741,Dormant,Email Campaign,2020-02-22,2023-03-25,282,3,100.65,74.36,Electronics,Yes,Medium,8,Canada,55+
CUST-1742,Dormant,Paid Social,2019-09-06,2023-01-02,364,1,42.96,29.33,Electronics,Yes,Low,1,UK,45-54
CUST-1743,Deal Hunter,Influencer,2021-12-30,2023-08-27,127,8,350.23,71.76,Electronics,Yes,High,9,Midwest,18-24
CUST-1744,Deal Hunter,Email Campaign,2020-01-23,2023-10-07,86,7,276.62,49.39,Electronics,No,Low,1,Southeast,25-34
CUST-1745,Deal Hunter,Direct,2020-02-02,2023-09-03,120,10,361.04,64.48,Home & Kitchen,Yes,Medium,6,UK,45-54
CUST-1746,Loyal High-Value,Paid Social,2020-03-10,2023-03-27,280,37,1927.32,262.36,Sports & Outdoors,No,Medium,9,Canada,18-24
CUST-1747,Dormant,Influencer,2023-05-19,2023-09-11,112,2,171.87,76.03,Beauty & Personal Care,Yes,Medium,10,Midwest,25-34
CUST-1748,Loyal High-Value,Direct,2020-12-28,2023-01-09,357,13,1796.4,100.74,Home & Kitchen,No,Medium,6,Canada,18-24
CUST-1749,Deal Hunter,Influencer,2022-05-02,2023-09-24,99,19,142.61,72.15,Electronics,No,Low,7,Southwest,55+
CUST-1750,At-Risk Churner,Direct,2023-07-19,2023-01-17,349,7,323.71,49.58,Home & Kitchen,Yes,Medium,8,UK,45-54
CUST-1751,Deal Hunter,Paid Social,2020-09-06,2023-12-07,25,6,529.33,32.75,Home & Kitchen,Yes,Low,4,Midwest,45-54
CUST-1752,Loyal High-Value,Referral,2023-02-21,2023-06-03,212,28,1600.33,199.66,Electronics,Yes,Medium,5,Southeast,18-24
CUST-1753,Occasional Buyer,Organic Search,2021-01-12,2023-02-28,307,11,541.89,135.16,Home & Kitchen,Yes,Medium,1,Southeast,55+
CUST-1754,Occasional Buyer,Influencer,2023-09-20,2023-10-09,84,4,300.49,77.65,Electronics,No,High,9,UK,55+
CUST-1755,Deal Hunter,Referral,2019-03-25,2023-06-09,206,14,150.22,50.18,Electronics,No,Medium,4,Canada,18-24
CUST-1756,Occasional Buyer,Referral,2019-01-09,2023-02-24,311,4,211.3,144.47,Electronics,Yes,Medium,6,West,18-24
CUST-1757,Deal Hunter,Organic Search,2023-06-15,2023-05-07,239,10,395.43,58.06,Home & Kitchen,Yes,Low,10,West,18-24
CUST-1758,Dormant,Direct,2019-09-17,2023-03-28,279,1,109.95,63.72,Sports & Outdoors,Yes,Medium,0,Canada,55+
CUST-1759,Deal Hunter,Influencer,2021-05-30,2023-04-19,257,11,346.33,41.9,Beauty & Personal Care,Yes,High,4,Midwest,25-34
CUST-1760,New Customer,Organic Search,2020-05-25,2023-11-12,50,2,138.4,43.01,Beauty & Personal Care,Yes,High,9,Southwest,18-24
CUST-1761,Loyal High-Value,Influencer,2022-11-16,2023-03-07,300,24,2099.62,249.36,Apparel,No,High,1,Canada,25-34
CUST-1762,Occasional Buyer,Direct,2019-04-06,2023-02-06,329,3,300.06,75.0,Beauty & Personal Care,Yes,Low,4,Northeast,55+
CUST-1763,Loyal High-Value,Referral,2022-11-26,2023-01-08,358,32,1262.45,122.15,Electronics,Yes,Low,7,Southeast,25-34
CUST-1764,Dormant,Direct,2021-04-21,2023-07-13,172,1,177.7,39.51,Sports & Outdoors,No,Medium,7,Canada,25-34
CUST-1765,Dormant,Direct,2023-11-17,2023-12-07,25,2,65.15,41.19,Apparel,Yes,Medium,4,Southwest,18-24
CUST-1766,Deal Hunter,Direct,2023-05-20,2023-01-31,335,5,316.65,37.93,Beauty & Personal Care,No,Medium,3,Southwest,18-24
CUST-1767,Deal Hunter,Referral,2023-04-25,2023-01-08,358,9,241.72,38.85,Sports & Outdoors,Yes,High,7,Midwest,35-44
CUST-1768,Dormant,Referral,2020-07-18,2023-09-02,121,2,106.39,61.31,Home & Kitchen,Yes,Medium,3,Southwest,25-34
CUST-1769,Loyal High-Value,Influencer,2020-03-24,2023-10-10,83,36,1315.73,197.18,Apparel,Yes,Medium,5,West,35-44
CUST-1770,Dormant,Direct,2023-06-26,2023-06-08,207,1,76.21,59.5,Beauty & Personal Care,Yes,Low,9,Northeast,25-34
CUST-1771,Deal Hunter,Influencer,2022-09-30,2023-10-12,81,13,504.86,67.89,Sports & Outdoors,No,Low,10,Southwest,55+
CUST-1772,Loyal High-Value,Referral,2022-11-13,2023-10-11,82,16,2908.97,165.48,Sports & Outdoors,Yes,Low,7,Southeast,25-34
CUST-1773,Loyal High-Value,Email Campaign,2020-05-29,2023-12-23,9,35,1473.94,252.83,Sports & Outdoors,Yes,High,6,Canada,55+
CUST-1774,At-Risk Churner,Paid Social,2022-07-03,2023-04-11,265,6,194.2,70.39,Home & Kitchen,Yes,Medium,5,Southwest,25-34
CUST-1775,At-Risk Churner,Direct,2022-02-25,2023-01-09,357,4,237.81,74.47,Electronics,Yes,High,2,Southeast,45-54
CUST-1776,Loyal High-Value,Organic Search,2023-02-21,2023-02-07,328,18,1827.58,207.0,Sports & Outdoors,Yes,High,2,Southeast,25-34
CUST-1777,Occasional Buyer,Organic Search,2022-04-18,2023-07-29,156,8,212.96,75.65,Home & Kitchen,No,High,7,Southeast,18-24
CUST-1778,Deal Hunter,Influencer,2020-05-27,2023-11-03,59,12,405.89,34.68,Apparel,Yes,Medium,4,West,25-34
CUST-1779,Dormant,Email Campaign,2020-03-19,2023-07-30,155,1,187.46,49.37,Electronics,Yes,High,9,Southeast,55+
CUST-1780,Deal Hunter,Influencer,2020-12-31,2023-08-20,134,5,313.55,47.45,Apparel,Yes,High,1,Canada,55+
CUST-1781,Loyal High-Value,Direct,2019-11-18,2023-04-30,246,33,1405.57,134.41,Electronics,No,Low,3,UK,25-34
CUST-1782,Occasional Buyer,Influencer,2021-07-09,2023-04-26,250,5,341.75,56.13,Apparel,Yes,Low,3,Midwest,35-44
CUST-1783,Dormant,Referral,2019-11-22,2023-08-31,123,4,56.17,23.8,Electronics,Yes,Medium,0,West,25-34
CUST-1784,Dormant,Paid Social,2020-03-09,2023-02-07,328,4,48.45,65.87,Beauty & Personal Care,Yes,Medium,3,Canada,25-34
CUST-1785,Deal Hunter,Direct,2022-05-02,2023-09-30,93,15,543.19,37.87,Sports & Outdoors,Yes,Medium,6,Southeast,55+
CUST-1786,New Customer,Paid Social,2023-02-11,2023-01-11,355,2,61.04,68.5,Beauty & Personal Care,Yes,Medium,8,Southwest,18-24
CUST-1787,At-Risk Churner,Direct,2019-04-21,2023-04-28,248,2,334.91,50.14,Sports & Outdoors,Yes,High,7,Southwest,55+
CUST-1788,Dormant,Paid Social,2023-11-29,2023-04-29,247,2,38.98,30.79,Apparel,Yes,High,9,West,18-24
CUST-1789,Occasional Buyer,Email Campaign,2022-01-05,2023-02-17,318,11,508.98,83.91,Home & Kitchen,Yes,High,2,UK,25-34
CUST-1790,Loyal High-Value,Direct,2019-10-14,2023-04-23,253,25,1879.12,267.58,Electronics,No,Low,9,Southwest,18-24
CUST-1791,New Customer,Email Campaign,2019-12-04,2023-12-15,17,1,115.91,45.75,Home & Kitchen,Yes,Low,0,UK,18-24
CUST-1792,Dormant,Paid Social,2019-06-21,2023-06-15,200,1,176.69,63.39,Sports & Outdoors,Yes,Low,3,Southwest,18-24
CUST-1793,New Customer,Direct,2022-05-23,2023-01-14,352,2,27.44,70.47,Apparel,Yes,Medium,6,Canada,18-24
CUST-1794,At-Risk Churner,Influencer,2019-11-23,2023-02-13,322,7,172.76,63.37,Apparel,No,High,9,West,45-54
CUST-1795,Deal Hunter,Email Campaign,2019-11-05,2023-03-31,276,20,361.11,68.4,Sports & Outdoors,No,Low,5,Southwest,45-54
CUST-1796,Loyal High-Value,Organic Search,2022-05-12,2023-01-26,340,28,1756.32,105.25,Home & Kitchen,Yes,Medium,5,Canada,35-44
CUST-1797,Loyal High-Value,Referral,2019-11-04,2023-07-27,158,23,2392.58,155.02,Sports & Outdoors,Yes,Low,6,Southeast,35-44
CUST-1798,At-Risk Churner,Email Campaign,2019-04-11,2023-07-07,178,3,397.01,69.57,Apparel,No,Medium,0,West,18-24
CUST-1799,Dormant,Influencer,2021-04-20,2023-11-05,57,4,39.02,32.47,Sports & Outdoors,Yes,High,5,UK,18-24
CUST-1800,At-Risk Churner,Paid Social,2021-12-12,2023-04-05,271,8,283.6,115.09,Electronics,Yes,Medium,0,Northeast,45-54
CUST-1801,Deal Hunter,Email Campaign,2023-02-21,2023-01-03,363,8,545.1,75.76,Home & Kitchen,No,Low,8,Southwest,45-54
CUST-1802,Occasional Buyer,Direct,2020-01-20,2023-09-28,95,11,276.01,121.82,Electronics,Yes,Medium,3,Southeast,18-24
CUST-1803,Occasional Buyer,Influencer,2019-12-16,2023-09-25,98,9,552.4,79.52,Home & Kitchen,Yes,Medium,2,Northeast,25-34
CUST-1804,New Customer,Paid Social,2021-12-18,2023-08-09,145,1,67.87,78.02,Electronics,Yes,Medium,1,Southwest,18-24
CUST-1805,New Customer,Email Campaign,2019-11-17,2023-07-01,184,2,142.91,70.53,Home & Kitchen,Yes,Low,6,UK,25-34
CUST-1806,Dormant,Direct,2020-08-24,2023-04-09,267,3,87.79,60.99,Electronics,No,Low,7,Southwest,35-44
CUST-1807,New Customer,Influencer,2023-07-27,2023-09-29,94,2,132.2,61.04,Electronics,Yes,High,1,Midwest,25-34
CUST-1808,At-Risk Churner,Direct,2020-07-18,2023-06-19,196,7,240.31,54.28,Apparel,Yes,High,0,Canada,35-44
CUST-1809,Loyal High-Value,Paid Social,2023-10-13,2023-05-30,216,21,2311.02,111.5,Apparel,Yes,Low,5,Southeast,55+
CUST-1810,Deal Hunter,Paid Social,2023-01-31,2023-04-24,252,15,541.74,36.11,Electronics,Yes,Low,9,Southwest,55+
CUST-1811,New Customer,Influencer,2020-02-11,2023-05-04,242,1,90.77,68.52,Electronics,No,High,3,Southwest,25-34
CUST-1812,Occasional Buyer,Organic Search,2019-03-22,2023-07-28,157,9,568.62,149.94,Electronics,Yes,High,8,Southwest,35-44
CUST-1813,New Customer,Direct,2021-04-13,2023-10-10,83,1,80.02,60.05,Sports & Outdoors,Yes,Low,2,Southeast,18-24
CUST-1814,Loyal High-Value,Paid Social,2019-08-18,2023-10-09,84,30,1034.84,255.73,Sports & Outdoors,No,Low,3,Canada,45-54
CUST-1815,Deal Hunter,Influencer,2023-02-02,2023-05-26,220,20,418.42,54.87,Electronics,No,Medium,0,West,25-34
CUST-1816,New Customer,Email Campaign,2019-04-29,2023-02-09,326,2,99.27,47.66,Sports & Outdoors,Yes,Low,8,Canada,55+
CUST-1817,Deal Hunter,Referral,2021-03-24,2023-09-29,94,8,369.61,41.29,Home & Kitchen,Yes,High,2,UK,45-54
CUST-1818,Occasional Buyer,Influencer,2020-03-17,2023-11-07,55,5,679.72,65.77,Sports & Outdoors,Yes,Low,3,Southwest,35-44
CUST-1819,Deal Hunter,Direct,2019-03-16,2023-12-23,9,15,309.13,34.61,Home & Kitchen,Yes,High,8,Southwest,18-24
CUST-1820,Deal Hunter,Referral,2021-10-05,2023-07-22,163,5,489.01,46.87,Beauty & Personal Care,No,Low,8,Canada,18-24
CUST-1821,Loyal High-Value,Paid Social,2019-02-06,2023-01-22,344,35,1083.33,256.06,Electronics,No,Low,5,Southwest,45-54
CUST-1822,At-Risk Churner,Direct,2021-03-02,2023-03-20,287,2,341.82,101.02,Beauty & Personal Care,Yes,Medium,3,Northeast,25-34
CUST-1823,Occasional Buyer,Influencer,2023-08-02,2023-08-09,145,7,733.37,85.58,Sports & Outdoors,Yes,Medium,9,Northeast,45-54
CUST-1824,Dormant,Paid Social,2019-10-20,2023-11-15,47,4,102.16,53.68,Sports & Outdoors,Yes,Medium,0,Northeast,25-34
CUST-1825,Deal Hunter,Email Campaign,2023-05-17,2023-04-10,266,5,496.91,79.26,Home & Kitchen,Yes,Medium,10,West,55+
CUST-1826,Occasional Buyer,Direct,2021-02-05,2023-11-11,51,9,179.98,73.37,Electronics,Yes,Low,10,Midwest,45-54
CUST-1827,Dormant,Influencer,2021-01-24,2023-10-17,76,1,132.97,22.85,Electronics,Yes,Medium,9,Southeast,18-24
CUST-1828,Dormant,Influencer,2019-12-06,2023-07-26,159,4,198.62,54.97,Sports & Outdoors,No,High,6,UK,55+
CUST-1829,At-Risk Churner,Direct,2020-08-30,2023-10-10,83,8,200.28,102.44,Sports & Outdoors,No,High,10,Canada,45-54
CUST-1830,Loyal High-Value,Influencer,2023-05-24,2023-07-07,178,40,1948.87,129.04,Beauty & Personal Care,No,High,3,Southeast,35-44
CUST-1831,At-Risk Churner,Influencer,2020-09-26,2023-10-19,74,2,174.21,101.78,Apparel,Yes,Low,1,Southeast,25-34
CUST-1832,Deal Hunter,Organic Search,2022-02-28,2023-10-14,79,9,488.13,51.49,Beauty & Personal Care,No,High,0,West,45-54
CUST-1833,Occasional Buyer,Direct,2021-05-05,2023-01-16,350,9,566.16,95.72,Beauty & Personal Care,Yes,High,3,Midwest,55+
CUST-1834,Dormant,Influencer,2022-10-04,2023-12-06,26,2,118.4,33.22,Home & Kitchen,No,Low,8,Southeast,55+
CUST-1835,Loyal High-Value,Referral,2019-01-07,2023-06-26,189,38,2601.3,156.94,Electronics,Yes,High,9,West,45-54
CUST-1836,Deal Hunter,Influencer,2019-10-29,2023-07-27,158,5,374.63,72.45,Home & Kitchen,No,High,2,Southwest,35-44
CUST-1837,Loyal High-Value,Direct,2020-12-06,2023-07-28,157,37,2011.35,214.58,Electronics,Yes,Low,8,Southwest,45-54
CUST-1838,Loyal High-Value,Influencer,2023-04-19,2023-04-08,268,33,2627.35,276.46,Home & Kitchen,No,Medium,1,Midwest,25-34
CUST-1839,Deal Hunter,Influencer,2023-06-19,2023-06-09,206,17,370.73,42.03,Home & Kitchen,No,Low,0,UK,25-34
CUST-1840,New Customer,Influencer,2021-11-18,2023-08-11,143,1,20.13,73.42,Beauty & Personal Care,Yes,Low,0,Northeast,45-54
CUST-1841,At-Risk Churner,Email Campaign,2023-07-26,2023-11-10,52,3,104.02,93.47,Electronics,Yes,Low,6,West,18-24
CUST-1842,At-Risk Churner,Direct,2022-05-27,2023-02-07,328,7,169.36,63.44,Home & Kitchen,Yes,Medium,6,UK,25-34
CUST-1843,Dormant,Referral,2021-06-26,2023-11-25,37,5,63.3,54.95,Apparel,Yes,High,5,Southeast,35-44
CUST-1844,Deal Hunter,Referral,2022-05-11,2023-05-25,221,5,547.86,52.03,Apparel,Yes,High,7,Southeast,45-54
CUST-1845,New Customer,Direct,2022-02-11,2023-02-17,318,1,97.52,47.56,Beauty & Personal Care,No,High,7,Southwest,18-24
CUST-1846,Occasional Buyer,Direct,2021-03-24,2023-09-26,97,4,649.92,76.35,Sports & Outdoors,Yes,Low,3,Southeast,25-34
CUST-1847,New Customer,Direct,2020-10-05,2023-07-03,182,1,31.59,30.61,Apparel,Yes,Medium,6,Northeast,45-54
CUST-1848,At-Risk Churner,Organic Search,2019-12-03,2023-12-14,18,2,228.56,56.39,Electronics,No,Low,0,Southwest,18-24
CUST-1849,Occasional Buyer,Paid Social,2022-10-03,2023-06-12,203,9,304.68,101.33,Beauty & Personal Care,Yes,High,9,Midwest,45-54
CUST-1850,Loyal High-Value,Email Campaign,2022-09-29,2023-10-07,86,18,1280.16,114.87,Home & Kitchen,Yes,High,0,Canada,25-34
CUST-1851,At-Risk Churner,Organic Search,2020-08-25,2023-09-19,104,4,95.29,109.13,Electronics,Yes,Medium,4,Northeast,25-34
CUST-1852,New Customer,Influencer,2021-03-26,2023-08-29,125,1,108.67,86.56,Electronics,Yes,Medium,7,Canada,55+
CUST-1853,Occasional Buyer,Referral,2022-08-01,2023-02-17,318,5,198.87,133.4,Sports & Outdoors,No,Low,1,Canada,25-34
CUST-1854,Deal Hunter,Direct,2023-02-13,2023-09-09,114,18,185.81,57.31,Sports & Outdoors,Yes,Low,6,UK,25-34
CUST-1855,At-Risk Churner,Direct,2019-12-29,2023-10-06,87,3,360.53,107.85,Home & Kitchen,Yes,Low,5,Southeast,55+
CUST-1856,New Customer,Referral,2022-01-20,2023-11-22,40,1,84.07,76.23,Beauty & Personal Care,No,Low,7,Southwest,18-24
CUST-1857,New Customer,Organic Search,2023-05-17,2023-03-17,290,2,50.67,52.41,Home & Kitchen,Yes,Medium,8,Southeast,18-24
CUST-1858,Dormant,Paid Social,2020-11-02,2023-12-12,20,2,60.68,57.75,Electronics,Yes,High,10,Midwest,18-24
CUST-1859,Deal Hunter,Paid Social,2021-04-09,2023-10-19,74,19,568.53,64.34,Electronics,No,High,2,Northeast,55+
CUST-1860,Occasional Buyer,Organic Search,2023-03-27,2023-11-01,61,8,519.11,146.89,Sports & Outdoors,No,High,10,Midwest,25-34
CUST-1861,New Customer,Organic Search,2019-11-21,2023-03-06,301,2,121.84,89.45,Home & Kitchen,Yes,High,3,Canada,55+
CUST-1862,New Customer,Influencer,2019-09-24,2023-06-02,213,2,85.96,43.35,Home & Kitchen,No,High,8,West,18-24
CUST-1863,Dormant,Referral,2022-01-22,2023-09-17,106,1,78.21,47.11,Electronics,No,High,7,Northeast,35-44
CUST-1864,Occasional Buyer,Paid Social,2021-03-10,2023-09-02,121,6,731.88,90.17,Sports & Outdoors,No,Low,0,West,45-54
CUST-1865,Deal Hunter,Direct,2019-05-11,2023-11-18,44,17,490.12,78.18,Beauty & Personal Care,Yes,High,8,Southwest,45-54
CUST-1866,At-Risk Churner,Referral,2021-06-12,2023-09-16,107,3,354.25,85.97,Apparel,Yes,Medium,8,West,25-34
CUST-1867,New Customer,Organic Search,2022-10-27,2023-09-26,97,1,122.77,62.57,Beauty & Personal Care,No,Low,10,Canada,25-34
CUST-1868,Deal Hunter,Referral,2022-09-20,2023-07-04,181,6,447.75,74.15,Beauty & Personal Care,No,High,5,Canada,45-54
CUST-1869,At-Risk Churner,Paid Social,2020-07-26,2023-10-05,88,2,89.8,49.99,Home & Kitchen,Yes,Medium,4,Southeast,55+
CUST-1870,New Customer,Email Campaign,2020-12-23,2023-11-10,52,2,97.17,35.69,Apparel,No,Low,10,Southeast,55+
CUST-1871,Dormant,Paid Social,2023-08-28,2023-04-24,252,5,173.95,67.37,Sports & Outdoors,No,Low,5,Southwest,25-34
CUST-1872,Deal Hunter,Email Campaign,2020-01-18,2023-09-30,93,7,442.23,75.8,Beauty & Personal Care,Yes,Medium,6,Southeast,55+
CUST-1873,Occasional Buyer,Email Campaign,2022-11-23,2023-04-24,252,9,764.94,72.17,Sports & Outdoors,No,High,5,Northeast,25-34
CUST-1874,At-Risk Churner,Direct,2021-01-19,2023-01-14,352,2,259.18,71.3,Beauty & Personal Care,No,Medium,6,UK,55+
CUST-1875,Deal Hunter,Email Campaign,2023-05-03,2023-12-15,17,5,404.94,67.8,Home & Kitchen,Yes,Low,3,Midwest,55+
CUST-1876,Loyal High-Value,Organic Search,2022-03-27,2023-02-08,327,40,2285.94,202.46,Beauty & Personal Care,No,Medium,2,Northeast,25-34
CUST-1877,At-Risk Churner,Organic Search,2020-07-05,2023-01-20,346,8,305.5,86.56,Home & Kitchen,Yes,Medium,4,Northeast,35-44
CUST-1878,Deal Hunter,Paid Social,2020-02-19,2023-02-24,311,19,153.76,71.38,Apparel,Yes,High,3,UK,45-54
CUST-1879,New Customer,Organic Search,2023-10-10,2023-06-12,203,1,50.96,54.1,Electronics,No,Medium,2,Canada,18-24
CUST-1880,Deal Hunter,Influencer,2021-07-24,2023-07-16,169,7,117.6,47.69,Sports & Outdoors,Yes,High,9,West,45-54
